age,education,balance,day,month,duration,campaign,pdays,previous,poutcome,job_blue,job_entrepreneur,job_housemaid,job_management,job_retired,job_self,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_married,marital_single,default_yes,housing_yes,loan_yes,contact_telephone,contact_unknown
52,2,497,7,7,277,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53,2,45,28,5,171,6,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
27,3,659,9,5,111,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
30,2,455,21,11,758,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
24,3,0,27,5,122,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
34,2,513,5,5,165,3,169,5,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
31,2,0,10,8,97,1,782,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
48,1,476,11,8,856,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
76,3,0,4,2,92,3,169,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
33,3,1271,15,4,636,3,330,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
33,2,106,20,8,175,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,3,489,3,4,246,2,133,6,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
32,3,311,12,5,757,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
52,2,2717,18,11,114,1,162,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,2,-302,13,5,152,4,366,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
37,3,569,30,5,92,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
31,1,2369,18,5,87,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
47,1,259,25,8,83,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,2,151,3,2,276,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
45,2,-121,3,6,197,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
29,3,368,23,5,160,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
58,2,3867,11,5,159,1,364,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
33,3,1278,6,10,649,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
32,2,254,19,11,1720,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
35,3,62,8,2,469,2,185,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45,1,3,17,6,128,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
41,2,351,5,5,518,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
32,2,1307,28,5,267,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
46,3,349,15,2,295,2,616,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
43,2,3060,15,5,253,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
55,3,2929,16,6,556,3,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
46,3,334,4,5,36,6,90,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
30,3,697,29,10,215,3,80,5,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,2,1623,17,11,161,1,167,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
33,3,150,21,8,151,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
59,1,0,18,6,1009,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
28,3,221,15,5,176,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
31,0,167,20,11,316,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
24,2,1295,21,4,476,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29,2,-228,9,5,279,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
43,3,11891,4,12,821,5,242,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,1,163,30,1,707,2,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
56,0,353,25,7,171,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
46,2,70,27,3,229,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
32,2,2018,11,8,1238,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34,3,142,13,5,459,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
33,3,17455,23,5,343,4,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1
31,3,3160,26,4,688,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
35,3,137,5,2,142,4,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
32,2,660,25,10,226,2,490,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
38,2,-242,18,5,1173,3,278,6,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
57,3,179,31,7,190,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40,2,224,17,4,875,2,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
47,0,270,6,8,467,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
39,3,490,20,6,44,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
32,3,395,6,5,241,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
30,2,213,30,4,168,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30,3,900,18,11,123,1,124,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,2,0,21,5,521,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
45,2,13156,21,8,62,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,3,354,30,4,502,1,9,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55,1,571,16,5,323,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
35,3,153,9,7,593,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,2,919,30,4,329,2,346,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
32,2,136,16,11,206,1,188,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
61,2,11,29,9,232,1,92,3,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
44,2,-264,29,1,227,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
32,3,259,22,7,407,4,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
83,1,1097,5,3,181,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
29,3,14,29,9,87,1,120,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32,3,-233,28,5,140,2,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
33,2,837,28,7,301,2,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
44,0,282,6,10,296,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,3,154,4,6,111,2,78,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
61,2,3114,13,11,381,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
30,3,19,4,8,139,1,92,5,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,2,468,13,5,109,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
33,3,4401,30,4,439,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
51,3,-892,14,8,248,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
34,1,-109,15,7,860,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
44,2,10386,20,11,95,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
54,3,349,12,5,176,2,175,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
49,1,3,9,7,1439,6,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
31,2,268,20,11,93,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
48,2,7985,11,5,232,2,347,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
39,2,251,17,7,342,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
50,1,82,5,4,456,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
33,2,5809,22,8,219,4,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
39,2,4380,9,7,87,8,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
36,2,54,27,8,1642,3,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
50,2,358,15,5,315,3,367,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
38,1,21,26,8,634,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,3,776,7,7,722,3,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29,2,9,8,7,202,2,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
27,3,1134,21,10,825,1,183,4,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
38,2,1655,29,7,392,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
30,2,-68,24,7,78,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
27,1,-90,8,7,175,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
46,2,966,19,8,40,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
28,2,265,25,7,194,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
66,1,3701,3,3,834,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26,2,5569,2,2,236,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
47,2,335,4,5,417,1,76,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
34,3,116,11,8,145,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
62,2,569,4,2,94,5,184,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
50,2,2972,28,7,73,5,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
32,2,1259,25,7,184,2,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
28,2,631,13,4,151,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
41,2,0,31,7,40,10,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
33,2,114,3,7,676,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
45,3,4831,30,7,852,3,182,11,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30,3,419,28,5,299,3,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1
30,0,6929,19,11,341,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
37,3,122,19,5,1622,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
33,3,1323,15,9,109,2,106,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47,2,1219,18,8,697,4,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
30,2,-158,12,5,426,1,370,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
20,2,153,21,6,100,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
59,1,1727,25,5,500,4,358,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
39,2,13165,22,8,147,4,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
44,0,78,6,5,13,6,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
33,2,390,13,8,460,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
24,2,139,9,9,430,4,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
34,2,2085,10,8,356,3,182,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
51,3,1357,17,11,233,3,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,2,1794,20,11,1035,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
57,2,6005,8,5,704,1,323,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
37,2,728,3,2,129,1,174,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69,2,4572,27,10,146,2,56,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
34,2,66,3,2,11,6,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,3,1347,10,2,160,1,243,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
41,2,1270,5,5,1389,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
44,3,292,6,5,162,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
43,3,430,17,11,44,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40,2,192,7,8,266,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
39,2,130,13,5,141,6,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
35,2,1529,20,6,20,5,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
53,2,5303,17,4,320,3,180,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
30,2,2371,25,7,237,5,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
58,3,5087,20,11,63,2,154,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
46,2,399,21,7,156,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
27,3,831,30,3,1081,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,1,4401,6,5,316,2,279,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38,2,1294,29,5,565,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
42,3,372,4,8,153,3,1,2,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
43,2,87,28,1,130,1,247,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
39,3,297,13,5,734,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
32,2,284,28,5,63,2,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
51,3,390,30,7,102,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
45,1,803,4,5,742,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
58,1,1231,20,6,21,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
40,2,-80,2,6,147,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
47,2,176,19,6,91,2,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
61,2,938,15,7,392,2,183,3,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
48,3,2,15,9,103,1,91,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25,0,342,29,7,281,4,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
37,2,1533,21,11,555,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47,2,600,4,8,173,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
30,2,276,25,8,159,5,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
63,2,1612,17,2,233,2,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
28,2,4745,12,5,360,1,181,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
49,2,1730,4,8,605,2,92,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
42,2,399,28,1,296,2,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
39,2,0,16,7,528,9,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
57,2,3754,5,2,1063,2,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
80,2,8304,8,9,606,3,91,13,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
30,1,624,15,5,212,2,368,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
31,3,533,12,11,90,3,93,6,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21,0,1506,14,9,340,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
46,1,557,18,6,89,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
34,2,2495,23,5,924,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
32,1,12198,18,5,178,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
29,1,711,3,6,136,4,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
31,2,217,30,1,1776,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,3,1320,4,2,377,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
25,0,277,27,5,311,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
25,2,333,15,7,1056,2,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
30,3,2694,3,6,192,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68,1,2027,15,6,619,2,92,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2,785,11,5,1232,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
60,2,957,8,9,246,1,184,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
29,3,572,8,11,319,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
40,3,1038,7,8,162,5,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,1,217,5,2,537,2,196,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
32,3,2915,8,9,519,1,131,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51,2,22,9,5,178,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
30,3,196,20,11,68,1,101,4,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,1,0,19,11,686,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
35,3,0,11,7,71,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
32,2,92,18,5,110,1,315,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
62,2,4562,3,3,168,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
42,3,365,19,5,49,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
60,1,362,29,7,816,6,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
41,3,515,5,8,837,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
35,3,141,20,11,728,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38,0,3576,26,5,579,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,3,942,14,8,880,3,267,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
51,2,1610,16,6,1248,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
27,2,89,14,5,68,3,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
32,2,2696,8,5,238,6,169,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
38,2,1344,19,5,147,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
26,2,162,2,3,185,2,130,8,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
35,2,1140,14,7,69,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
36,2,204,26,10,196,1,144,8,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
35,3,0,29,10,171,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
70,2,3104,7,10,88,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
30,3,617,27,2,192,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,3,6657,30,4,917,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
36,3,1731,3,6,74,3,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
38,2,976,14,7,766,3,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
28,2,1325,15,5,242,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
32,2,167,30,7,103,6,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
